SUBJ,NUMB,TITLE
CS,572,Machine Learning
CS,573,Probabilistic Methd AI
CS,601,Research
CS,603,Dissertation
CS,604,Internship
CS,605,Reading
CS,607,Sem Phys Info Mach Lrn
CS,609,Terminal Project
CS,610,Teach Effectivness Sem
CS,621,Algorithms & Complex
CS,630,Distributed Systems
CS,631,Parallel Processing
CS,632,Computer Networks
CS,633,Adv Network Security
CS,640,Writing in Comput Res
CS,670,Data Science
DAN,125,First Yr Sem: Topic
DAN,171,Top Dance Improv
DAN,199,Sp St Dancing Identity
DAN,241,Screendance Hst & Thry
DAN,251,Looking at Dance
DAN,252,Fundamentals of Rhythm
DAN,255,Dance Production I
DAN,256,Dance Somatics
DAN,258,Musical Elem of Dance
DAN,260,Anatomy Hum Movement
DAN,271,Top Contct Imprv Elmnt
DAN,280,Dance Loft Perf
DAN,294,Modern Dance Lab
DAN,299,Sp St Dance Comp I
DAN,301,Top Trad Cul Lat Diasp
DAN,351,Dance Composition I
DAN,352,Dance Composition II
DAN,355,Dance Production II
DAN,360,Dance Kinesiology
DAN,371,Improvisation II
DAN,380,Performance II
DAN,394,Modern Dance Lab
DAN,396,Ballet Lab
DAN,401,Res Somatics
DAN,403,Thesis CHC and Dance
DAN,404,Internship
DAN,405,Read Hip Hop Influence
DAN,406,Sp Pr Drumming
DAN,407,Sem Senior
DAN,408,Wrk Rehearsal & Perf
DAN,409,Prac Stage Manager
DAN,410,Dema African Perf
DAN,411,Senior Project
DAN,412,Student Dance Concert
DAN,425,Senior Sem: Topic
DAN,436,Dema Afr Perf Ensm:Top
DAN,443,Dance and Power
DAN,444,Contemp Issues Dance
DAN,452,Dance Composition III
DAN,453,Ballet Balanchine
DAN,454,Evolution Modern Dance
DAN,458,Music for Dancers
DAN,480,Faculty Dance Concert
DAN,481,Rep Dance Co: Rehears
DAN,482,Rep Dance Co: Tour
DAN,486,Top UO Stu Dance Coll
DAN,491,Teaching Dance
DAN,494,Modern Dance Lab
DAN,496,Ballet Lab
DAN,503,Thesis
DAN,508,Wrk Rehearsal & Perf
DAN,510,Dema African Perf
DAN,512,Student Dance Concert
DAN,536,Dema Afr Perf Ensm:Top
DAN,552,Dance Composition III
DAN,558,Music for Dancers
DAN,581,Rep Dance Co: Rehears
DAN,582,Rep Dance Co: Tour
DAN,591,Teaching Dance
DAN,594,Modern Dance Lab
DAN,596,Ballet Lab
DAN,601,Res Prospectus
DAN,602,Superv College Teach
DAN,605,Read NCAA
DAN,606,Sp Pr Dance Writings
DAN,607,Sem Video Dance
DAN,608,Wrk Rehearsal & Perf
DAN,609,Prac Master's Project
DAN,610,Grad Loft
DAN,611,Res Meth in Dance
DAN,613,MFA Professional Paper
DAN,690,Music Dance Studio
DAN,692,Dance Literature
DAN,693,Aesthetic Bases Dance
DANC,170,Modern I
DANC,171,Contact Improvisation
DANC,172,Ballet I
DANC,175,Jazz I
DANC,184,Ballroom I
DANC,185,African Dance
DANC,199,Sp St Hip Hop I
DANC,270,Modern II
DANC,271,Dance Improvisation
DANC,272,Ballet II
DANC,275,Jazz II
DANC,276,Hip Hop II Second Term
DANC,285,African Dance II
DANC,299,Sp St Jazz Dance
DANC,370,Contemporary III
DANC,372,Ballet III
DANC,375,Jazz III
DANC,399,Sp St Hip Hop II
DSCI,101,Fnd Data Science I
DSCI,102,Foundat Data Science 2
DSCI,199,Sp St Know Your Laptop
DSCI,299,Sp St Data Struc Pytho
DSCI,311,Princ & Tech Data Sci
DSCI,345M,Stats for Data Science
DSCI,350M,Hum Res Data Mgmt
DSCI,372M,Machine Learn Data Sci
DSCI,400M,Humanities Data Mgmt
DSCI,401,Res Optim Crisis Respn
DSCI,404,Internship
DSCI,405,Reading and Conference
DSCI,407,Sem R for Data Sci
DSCI,409,Practicum (Sup Teach)
DSCI,410,Top Intro Deep Learn
DSCI,410L,DSci for Soc Justice
DSCI,411,Capstone Project
DSCI,510,Top Intro Deep Learn
DSCI,610,Found Stats Nat Sci
DSCI,626,Foundtnl Stat Data Sci
DSGN,321,Inclusive Urbanism
DSGN,404,Internship
DSGN,406,Sp Pr HOPES Project
DSGN,408,Wrk Basic Design Portf
DSGN,410,Dsgn for Healthy Aging
DSGN,508,Wrk Basic Design Portf
DSGN,510,Dsgn for Healthy Aging
DSGN,604,Internship
DSGN,606,Sp Pr HOPES Project
DSGN,608,Wrk Garbage & Cities
EALL,109,Lang of Food East Asia
EALL,199,Sp St Writing E Asia
EALL,209,Lang & Soc East Asia
EALL,210,China: Cultur Odyssey
EALL,211,Japan: Cultur Odyssey
EALL,360,East Asian Cinema
EALL,399,Sp St Ang Lee Films
EALL,401,Research JPN Geminate
EALL,405,Independent Study
EALL,406,Sp Pr Practicum
EALL,407,Sem Affect & Phonetics
EALL,409,Superv Tutoring
EALL,410,Visions of Empire
EALL,441,Japan & Korean Syntax
EALL,442,2nd-Lang Acquisition
EALL,443,Chn/Jpn/Krn Pedagogy
EALL,445,East Asian Psycholingu
EALL,486,E Asia Sociopragmatics
EALL,507,Sem Affect & Phonetics
EALL,510,Visions of Empire
EALL,541,Japan & Korean Syntax
EALL,542,2nd-Lang Acquisition
EALL,543,Chn/Jpn/Krn Pedagogy
EALL,545,East Asian Psycholing
EALL,560,Teach E Asian Lang/Lit
EALL,586,E Asia Sociopragmatics
EALL,601,Res N Korean Phonetic
EALL,603,Dissertation
EALL,605,Read Krn 2d Lng Phonet
EALL,607,Sem Multiliteracies
EALL,608,EALL Professionalism
EALL,609,Practicum
EALL,611,Critical Approaches
EALL,680,Ling Res & Bibliograph
EC,101,Contemp Econ Issues
EC,199,Sp St Macroeconomics
EC,201,Intro Econ Analy Micro
EC,201Z,Princ Microeconomics
EC,202,Intro Econ Analy Macro
EC,202Z,Princ Macroeconomics
EC,311,Interm Microec Theory
EC,313,Interm Macroec Theory
EC,320,Intro to Econometrics
EC,327,Intro to Game Theory
EC,328,Behave Econ & Apps
EC,330,Urban & Region Ec Prob
EC,333,Resour & Envir Ec Iss
EC,340,Iss Public Economics
EC,350,Labor Market Issues
EC,360,Iss Industrial Organiz
EC,370,Money & Banking
EC,380,Intl Econ Issues
EC,390,Prob/Iss Dev Economies
EC,399,Sp St Behavioral Econ
EC,400M,Career Readiness
EC,401,Res Ec Analy Commun I
EC,404,Internship
EC,405,Read Econ Prob PNW
EC,407,Sem Careers in Econ
EC,408,Wrk Math for Economist
EC,410,Computational Econ
EC,411,Adv Micro Theory
EC,412,Fdn of Econ Pol Analy
EC,413,Adv Macro Theory
EC,418,Ec Analy Commun Iss I
EC,419,Ec Analy Commun Iss II
EC,421,Intro Econometrics
EC,422,Economic Forecasting
EC,423,Econometrics
EC,424,Econometrics
EC,425,Econometrics
EC,427,Games & Decisions
EC,428,Behav & Exper Econ
EC,430,Urban & Regional Econ
EC,432,Economy Pacific NW
EC,434,Environmental Econ
EC,435,Natural Resource Econ
EC,440,Public Economics
EC,441,Public Econ: Taxation
EC,443,Health Economics
EC,448,Political Economy
EC,450,Labor Economics
EC,451,Issues Labor Economics
EC,460,Theor Industrial Org
EC,461,Indust Org & Pub Pol
EC,462,Econ of Transportation
EC,470,Monetary Policy
EC,471,Monetary Theory
EC,480,International Finance
EC,481,International Trade
EC,482,Econ of Globalization
EC,484,Multinational Corp
EC,490,Econ Growth & Develop
EC,491,Iss Econ Growth & Dev
EC,493,Evolution Econ Ideas
EC,503,Thesis
EC,508,Wrk Math for Economist
EC,510,Computational Econ
EC,511,Adv Micro Theory
EC,512,Fdn of Econ Pol Analy
EC,513,Adv Macro Theory
EC,522,Economic Forecasting
EC,523,Econometrics
EC,524,Econometrics
EC,525,Econometrics
EC,527,Games & Decisions
EC,528,Behav & Exper Econ
EC,530,Urban & Regional Econ
EC,532,Economy Pacific NW
EC,534,Environmental Econ
EC,535,Natural Resource Econ
EC,540,Public Economics
EC,541,Public Econ: Taxation
EC,543,Health Economics
EC,548,Political Economy
EC,550,Labor Economics
EC,551,Issues Labor Economics
EC,560,Theor Industrial Org
EC,562,Econ of Transportation
EC,570,Monetary Policy
EC,571,Monetary Theory
EC,580,International Finance
EC,581,International Trade
EC,582,Econ of Globalization
EC,584,Multinational Corp
EC,590,Econ Growth & Develop
EC,591,Iss Econ Growth & Dev
EC,601,Research
EC,602,Superv College Teach
EC,603,Dissertation
EC,605,Reading
EC,606,Prac Qualifying Exam
EC,607,Sem Core Macroeconomic
EC,608,Top Econ Instruction
EC,609,Practicum
EDLD,211,Exploring Leadership
EDLD,311,Equity Lead & Soc Chng
EDLD,312,Effect Lead Dec-Making
EDLD,313,Prog Eval Future Leadr
EDLD,401,Research
EDLD,405,Read Und Res Fellowshp
EDLD,410,Team-Bldg for Leadrshp
EDLD,411,Exam Leadership Effect
EDLD,412,Lead Change Organizatn
EDLD,422,Globalization & Educ
EDLD,450,Data & Info Retrieval
EDLD,460,Measurement & Assess
EDLD,508,Wrk Inst Iss K-12 Ed
EDLD,560,Measurement & Assess
EDLD,601,Res Oral Flncy&Dcs Mkn
EDLD,602,Superv College Teach
EDLD,603,Dissertation
EDLD,604,Internship Ed Leadersh
EDLD,605,Read Governance Ethics
EDLD,606,Fld Clinic Studies
EDLD,607,Sem Coach Educ Equity
EDLD,608,Wrk Content Assess ELL
EDLD,609,Prac Cont Admin Licens
EDLD,610,Adv School Law
EDLD,611,K-12 Ed Pol Sch Leads
EDLD,612,Reading Interventions
EDLD,613,Reading Research
EDLD,614,Schl Impr Curr Asmnt
EDLD,615,Leading Ed Change Init
EDLD,616,Supervsn Teach & Learn
EDLD,617,OR Schl Mgmt & Budget
EDLD,618,Data-Based Decis Lit
EDLD,620,Educational Leadership
EDLD,621,Equity and Achievement
EDLD,622,Leading Change
EDLD,623,Cul Adapt Evid Based
EDLD,624,Leading for Equity
EDLD,625,Survey & Question Des
EDLD,626,Soc & Cul Found Educ
EDLD,627,Leaders Serve Spec Pop
EDLD,628,Hierarch Linear Mod I
EDLD,629,Hierarch Linear Mod II
EDLD,630,Comparative Education
EDLD,631,Meeting Needs Eng Lrn
EDLD,632,Ed Policy Analysis
EDLD,633,Structural Equat Mod I
EDLD,634,Structural Equa Mod II
EDLD,635,Exec Lead for Principl
EDLD,636,Governance and Ethics
EDLD,638,Adv School Law
EDLD,640,Educ Data Sci Cap Proj
EDLD,641,Standards/Accountabil
EDLD,642,Survey of US Ed Policy
EDLD,643,Data-Based Decsn Makng
EDLD,644,Learning Organization
EDLD,647,Profession Iss Ed I
EDLD,648,Profession Iss Ed II
EDLD,649,Profession Iss Ed III
EDLD,650,Adv Sem Educ Res Meth
EDLD,651,Intro Educ Data Sci
EDLD,652,Data Vis Edu Data Sci
EDLD,653,Func Prog Edu Data Sci
EDLD,654,Mach Learn Edu Data Sc
EDLD,655,Analy Teach & Learning
EDLD,657,Info Tech Curric Dsign
EDLD,659,Scholarly Writing
EDLD,661,Item Response Theo I
EDLD,663,Measure & Assess: Res
EDLD,665,Measure & Assess: Lit
EDLD,667,Adv Measurement Assess
EDLD,675,School Finance
EDLD,677,PhD Research Seminar
EDLD,678,PhD Teaching Seminar
EDLD,681,Progr Eval Ed Mgrs I
EDLD,683,State & Local Pol Dev
EDLD,684,Master's Proj Proposal
EDLD,685,Master's Project
EDLD,686,OR Legal Issues Pub Ed
EDLD,687,Supervise Practice Adm
EDLD,692,Research Writing II
EDLD,693,Research Writing III
EDLD,694,Dissertation Prep
EDLD,696,Professional Writ I
EDLD,697,Professional Writ II
EDLD,698,Professional Writ III
EDLD,699,Diss Mthds Apprentshp
EDST,111,Educ Iss & Problems
EDST,199,Sp St College Connect
EDST,211,Childhood Studies
EDST,220,Beg Appl in Ed Tech
EDST,225,Sch & Represnt in Film
EDST,231,Teaching in the 21st C
EDST,331,Autobio of Schooling
EDST,332,"Learn, Tch, Assess I"
EDST,333,"Learn, Tch, Assess II"
EDST,338,Observ: Learn Teach I
EDST,339,Observ: Learn Teach II
EDST,342,Curriculum Studies I
EDST,343,Curriculum Studies II
EDST,401,Res Future Physics
EDST,404,Intern Outdoor School
EDST,405,Read Study Abroad
EDST,406,Prac Fld Exp Secondary
EDST,408,Wrk Found in Math K-5
EDST,410,VideoLab: On Education
EDST,411,Childhood Studies
EDST,420,Liv in Stratified Soc
EDST,422,Technology Education
EDST,440,PE for Diverse Learner
EDST,448,Integrating the Arts
EDST,450,Equal Opp: Food/School
EDST,451,Eq Opp: Ecojust & Educ
EDST,452,Equal Opp: Poverty
EDST,453,Equal Opp: Racism
EDST,454,Equal Opp: Patriarchy
EDST,455,Equal Opp: Homophobia
EDST,456,Equal Opp: Col/Genocid
EDST,457,Eq Opp: Imm & Diaspora
EDST,458,Observ: Equal Opp I
EDST,463,Foundations of Reading
EDST,464,Multicultural Literacy
EDST,471,Found Algebra Learning
EDST,472,Foundat Geometry Learn
EDST,508,Wrk Lane Econ for Educ
EDST,510,VideoLab: On Education
EDST,522,Technology Education
EDST,548,Integrating the Arts
EDST,550,Equal Opp: Food/School
EDST,551,Eq Opp: Ecojust & Educ
EDST,552,Equal Opp: Poverty
EDST,553,Equal Opp: Racism
EDST,554,Equal Opp: Patriarchy
EDST,555,Equal Opp: Homophobia
EDST,556,Equal Opp: Col/Genocid
EDST,557,Eq Opp: Imm & Diaspora
EDST,558,Observ: Equal Opp I
EDST,601,Research
EDST,602,Superv College Teach
EDST,603,Dissertation
EDST,605,Read Adv Social Stds
EDST,606,Field Studies Elem
EDST,607,Sem Scholarly Develop
EDST,608,Wrk Tech Lrn/Lit Art
EDST,609,Prac UOTeach Elem
EDST,610,Indigenous Methodol
EDST,611,Scholarship of Teach
EDST,612,Found Teach/Learn
EDST,614,Cultural Context of Ed
EDST,615,Technology & Education
EDST,616,Language Power & Educ
EDST,617,Sapsik'wala Educ Sem
EDST,618,Tch Eng Lang Dev K-12
EDST,619,Teaching for Literacy
EDST,620,Evolution & Math Wars
EDST,621,Mathematical Concepts
EDST,622,Math Prob-Solv Curric
EDST,623,Science Concepts
EDST,624,Sci Prob-Solv Curric
EDST,627,Intro Supp Learn Comm
EDST,628,Creat Supp Classr Comm
EDST,630,Humanities Curriculum
EDST,631,Lit to Young People
EDST,632,Engage Students Writ
EDST,633,Second-Lang Concepts
EDST,634,Second-Lang Conv/Comp
EDST,635,Social Studies Concept
EDST,636,Social Studies Inquiry
EDST,638,Eng Lng Lrn Humanities
EDST,640,Meaning thr Literacy
EDST,641,Devel Thought Lit Prac
EDST,642,Pedagogy Humanities
EDST,643,Math Facts and Inquiry
EDST,644,Math Inquiry Context
EDST,645,Science Detail & Discv
EDST,646,Eng Lang Lrn Classroom
EDST,647,ELL Instruct Method II
EDST,649,Elementary PE Methods
EDST,650,Policy & Practice
EDST,652,Analyz Found Concepts
EDST,654,Learn & Motivat Sci
EDST,660,Urban Schls: Hist/Pol
EDST,661,Soc: Reprod to Resist
EDST,662,Curriculum Theory
EDST,663,Educ & Immigration
EDST,664,Sem Bilingualism Bilit
EDST,666,Thesis Writing
EDST,667,Grant Writing
EDST,670,Philosophy of Research
EDST,673,Adv Qual Mth: Arts
EDST,675,Indigenous Methods
EDST,681,Elem Part-Time Teach
EDST,682,Elem Teach Perf Assess
EDST,683,Elem Fulltime Stu Tch
EDST,686,Second. Parttime Teach
EDST,687,Sec. Teach Perf Assess
EDST,688,Secondary Full-Time Tc
EDST,690,Writ Edu Pol Leaders
EDST,693,Ed Gov & Pol Process
EDST,694,Survey of US Ed Policy
EDST,695,Found Ed Pol & Ldrshp
EDUC,510,Critical Lit Pedagogy
EDUC,602,Superv College Teach
EDUC,605,Reading
EDUC,610,Found Edu Research
EDUC,610L,Intro Data Analysis Ed
EDUC,611,Surv Educ Res Methods
EDUC,612,Social Sci Res Design
EDUC,614,Educational Statistics
EDUC,615,Qual Data and Coding
EDUC,616,Phil Found Soc Sci
EDUC,620,Program Evaluation I
EDUC,621,Program Evaluation II
EDUC,630,Qual Mth I: Interp Inq
EDUC,632,Qual Mth II: Pstcrt Th
EDUC,634,Qual Mth III: Post Inq
EDUC,636,Adv Qual Mth: New Mat
EDUC,640,App Stat Des & Analy
EDUC,641,App Stats Ed HS I
EDUC,642,Multi Regress & Ed Res
EDUC,643,App Stats Ed HS II
EDUC,644,App Multivariate Stat
EDUC,646,Adv Research Design
EDUC,650,Single-Subj Res Meth I
EDUC,652,Single-Subj Res Mth II
EDUC,654,Adv App Behavior Analy
EDUC,656,Ad Analy Sngl-Case Res
ENG,104,Intro Lit: Fiction
ENG,104Z,Intro to Fiction
ENG,105,Intro Lit: Drama
ENG,105Z,Intro to Drama
ENG,106,Intro Lit: Poetry
ENG,106Z,Intro to Poetry
ENG,107,World Literature
ENG,108,World Literature
ENG,109,World Literature
ENG,110,Intro to Film & Media
ENG,110M,Intro to Film & Media
ENG,199,Sp St Intro Queer Lit
ENG,200,Pub Speak Liberal Art
ENG,205,Top Lyrics
ENG,207,Shakespeare
ENG,208,Shakespeare
ENG,209,Craft of the Sentence
ENG,216,Survey American Lit
ENG,221,Intro English Major
ENG,222,Intro English Major
ENG,225,Age of King Arthur
ENG,230,Intro Environment Lit
ENG,240,Intro Disability St
ENG,241,Intro African Amer Lit
ENG,242,Intro Asian Amer Lit
ENG,243,Int Chicano/Latino Lit
ENG,244,Intro Native Amer Lit
ENG,245,Intro Eth Am Lt: Topic
ENG,250,Lit & Digital Culture
ENG,260,Media Aesthetics
ENG,260M,Media Aesthetics
ENG,265,Hist of Motion Picture
ENG,266,Hist of Motion Picture
ENG,267,Hist of Motion Picture
ENG,280,Intro to Comic Studies
ENG,300,Intro Lit Criticism
ENG,301,Found Eng Mjr: Context
ENG,302,Found Eng Mjr: Theory
ENG,303,Found Eng Mjr: Text
ENG,304,Found Eng Mjr: Context
ENG,305,Found Eng Mjr: Theory
ENG,308,Intro Lit Criticism
ENG,313,Teen/Child Literature
ENG,315,Top Transgender Humor
ENG,316,Wom Wr Form: Top X Cul
ENG,321,English Novel
ENG,322,English Novel
ENG,323,English Novel
ENG,325,Lit of the Northwest
ENG,330,Oral Controv & Advoc
ENG,335,Inventing Arguments
ENG,340,Jewish Writers
ENG,352,Shakespeare Page/Stage
ENG,360,African Amer Writers
ENG,361,Native Amer Writers
ENG,362,Asian Amer Writers
ENG,363,Chicano/Latino Writers
ENG,364,Compar Ethnic Amer Lit
ENG,365,Global Lit in English
ENG,380,"Film, Media, and Hist"
ENG,381,"Film, Media, and Cul"
ENG,381M,"Film, Media, & Culture"
ENG,385,Graphic Nar & Cul Theo
ENG,386,Bodies in Comics
ENG,391,American Novel
ENG,392,American Novel
ENG,394,20C Literature
ENG,395,20C Literature
ENG,399,Sp St 18th C Things
ENG,401,Research
ENG,403,Thesis
ENG,404,Intern Comm Literacy
ENG,405,Reading
ENG,407,Sem  Race Cult Incarc
ENG,410,Melville's Moby Dick
ENG,412,Literary Editing
ENG,413,Theories of Literacy
ENG,419,Contem Literary Theory
ENG,420,Art of the Sentence
ENG,423,The Age of Beowulf
ENG,425,Medieval Romance
ENG,427,Chaucer
ENG,428,Old English I
ENG,429,Top Shorter Works
ENG,430,Top Old Eng Beowulf
ENG,434,Spenser
ENG,436,Adv Shakespeare
ENG,440,17th C Poetry & Prose
ENG,442,Milton
ENG,448,Restoration & 18C Lit
ENG,454,English Romantic Writ
ENG,455,English Romantic Writ
ENG,457,Top Victorian Lit
ENG,461,Amer Lit to 1800
ENG,462,Amer Lit 1800-1900
ENG,467,Amer Lit 1900-Present
ENG,468,Top Black Marxism
ENG,469,Top Identity
ENG,470,Tech & Texts Capstone
ENG,475,Modern Poetry
ENG,479,Top James Joyce
ENG,480,Modern Amer Superhero
ENG,485,Television Studies
ENG,486,New Med & Digital Cul
ENG,486M,New Media/Digital Cul
ENG,488,Race Film: Top Native
ENG,491,Rhetoric and Ethics
ENG,492,Hist Rhetoric & Compos
ENG,493,Modern Rhetoric Critic
ENG,494,Reasoning/Speak/Writ
ENG,496,Fem Film Crit: Topic
ENG,503,Thesis
ENG,507,Sem Shakespeare & Lev
ENG,508,Wrk Teacher as Writer
ENG,510,Romance Contemp Cult
ENG,512,Literary Editing
ENG,513,Theories of Literacy
ENG,519,Contem Literary Theory
ENG,520,Art of the Sentence
ENG,528,Old English I
ENG,529,Top Shorter Works
ENG,530,Top Old Eng Beowulf
ENG,536,Adv Shakespeare
ENG,540,17th C Poetry & Prose
ENG,542,Milton
ENG,554,English Romantic Writ
ENG,555,English Romantic Writ
ENG,557,Victorian Lit: Topic
ENG,561,Amer Lit to 1800
ENG,562,Amer Lit 1800-1900
ENG,568,Top Black Marxism
ENG,569,Top Identity
ENG,570,Tech & Texts Capstone
ENG,575,Modern Poetry
ENG,579,Top James Joyce
ENG,580,Modern Amer Superhero
ENG,585,Television Studies
ENG,586,New Med & Digital Cul
ENG,586M,New Media/Digital Cul
ENG,588,Race Film: Top Native
ENG,591,Rhetoric and Ethics
ENG,592,Hist Rhetoric & Compos
ENG,593,Modern Rhetoric Critic
ENG,596,Fem Film Crit: Topic
ENG,601,Research
ENG,603,Dissertation
ENG,604,Intern Commun Literacy
ENG,605,Reading
ENG,607,Sem Medical Hum & Life
ENG,608,Wrk Teach Literature
ENG,610,Theo Glbl Blackness
ENG,611,Comp GTF Sem I
ENG,612,Comp GTF Sem II
ENG,613,GTF Comp Apprentice
ENG,614,Intro Lit & Cul Theory
ENG,615,Adv St Lit Theo: Topic
ENG,620,Top Chauc Boc &
ENG,630,Top Ren Lit Shake Cont
ENG,645,18C Literature: Topic
ENG,650,Top 19thC Std Sci Desc
ENG,660,Top Latina/o Realism
ENG,670,Top America Modern
ENG,690,Intro Grad Studies Eng
ENG,691,Compos Theo: Topic
ENG,695,Top Film St: Silent
ENVD,201,Environ Design Careers
ENVD,210,Found Environ Design
ENVD,289,Env Design Studio
ENVS,199,Sp St College Connect
ENVS,201,Intro Env Stu: Soc Sci
ENVS,202,Intro Env Stu: Nat Sci
ENVS,203,Intro Env Stu: Hum
ENVS,225,Intro to Food Studies
ENVS,335,Alloc Scarce Env Res
ENVS,345,Environmental Ethics
ENVS,350,Ecol Energy Generation
ENVS,375,Oregon Seminar
ENVS,400M,Climate Responsive Des
ENVS,401,Res Sustnble Amsterdam
ENVS,403,Thesis
ENVS,404,Intern Civic Spark
ENVS,405,Reading
ENVS,406,Field Studies
ENVS,409,Prac Food Podcast
ENVS,410,Nature in Urban Design
ENVS,411,Top Armed Conflict
ENVS,425,Top Env Ed Thry & Prac
ENVS,427,Envir & Eco Monitoring
ENVS,429,Top Environ Leadership
ENVS,429L,Top Environ Leadership
ENVS,435,Environmental Justice
ENVS,450,Political Ecology
ENVS,455,Sustainability
ENVS,459,"Wtr, PubHlth & Environ"
ENVS,465,Wetland Ecol/Mgmt
ENVS,467,Sustain Agriculture
ENVS,477,Soil Science
ENVS,493M,Passive Cooling
ENVS,494M,Passive Heating
ENVS,500M,Climate Responsvie Des
ENVS,503,Thesis
ENVS,510,Philosophy of Ecology
ENVS,511,Top Conservation Areas
ENVS,525,Top Env Ed Thry & Prac
ENVS,535,Environmental Justice
ENVS,550,Political Ecology
ENVS,555,Sustainability
ENVS,559,"Wtr, PubHlth & Environ"
ENVS,565,Wetland Ecol/Mgmt
ENVS,567,Sustain Agriculture
ENVS,577,Soil Science
ENVS,594M,Passive Heating
ENVS,601,Res Food Talks
ENVS,602,Superv College Teach
ENVS,603,Dissertation
ENVS,604,Intern Lab Rotation
ENVS,605,Read Environmental Ed
ENVS,606,Fld Env Education
ENVS,607,Sem Food Matters
ENVS,609,Terminal Project
ENVS,610,Inter Env Research Dev
ENVS,631,Theory and Practice
ENVS,632,Research Methodology
ENVS,633,Thesis Development
ERTH,101,Exploring Planet Earth
ERTH,102,Exploring Earth Enviro
ERTH,103,Exploring Earth Hist
ERTH,137,Mountains & Glaciers
ERTH,156M,Scientific Revolutions
ERTH,199,Sp St College Connect
ERTH,201,Dynamic Planet Earth
ERTH,202,Earth Surface & Enviro
ERTH,203,History of Life
ERTH,213,Geol National Parks
ERTH,304,Fossil Record
ERTH,305,Dinosaurs
ERTH,306,Volcanoes & Earthquake
ERTH,307,Oceanography
ERTH,308,Oregon & Pacific NW
ERTH,310,Earth Resource & Envir
ERTH,311,Earth Materials
ERTH,315,Earth Physics
ERTH,316,Intro Hydrogeology
ERTH,318,Intro Field Methods
ERTH,319,Cascade Volcano-Fld St
ERTH,331,Mineralogy
ERTH,332,Intro Petrology
ERTH,334,Sediment & Stratigraph
ERTH,337,Intro Physicl Oceangrp
ERTH,350,Structural Geology
ERTH,351,Structural Geol Prob
ERTH,352,Struc Geol Lab & Field
ERTH,353,Geologic Hazards
ERTH,363,Comput Tools Earth Sci
ERTH,399,Sp St Bld  Atmosphere
ERTH,400M,Space Physics
ERTH,401,Res Coaledo Formation
ERTH,403,Thesis
ERTH,405,Read Pumice et al.
ERTH,406,Superv Field Study
ERTH,407,Sem Curr Topic Geol
ERTH,409,Prac Teaching Assist
ERTH,410,Early Earth
ERTH,410L,Ore Deposits
ERTH,416,Geophy & Env Sensors
ERTH,418,Earth & Env Data Analy
ERTH,420,Geocommunication
ERTH,423M,Intro to Space Physics
ERTH,434,Verteb Paleontology
ERTH,435,Paleopedology
ERTH,436,Paleoecology
ERTH,438,Geobiology
ERTH,440,Sedimen Basin Analysis
ERTH,441,Hillslope Geomorphol
ERTH,451,Hydrogeology
ERTH,454,Fluid Dynamics
ERTH,455,Mechanical Earth
ERTH,456,Signal Processing
ERTH,467,Fault Mechanics
ERTH,468,Intro Seismology
ERTH,473,Isotope Geochemistry
ERTH,474,Soil & Environ Chemist
ERTH,480,Volcanology
ERTH,500M,Space Physics
ERTH,503,Thesis
ERTH,507,Sem Curr Topic Geol
ERTH,508,Lab Geology Club
ERTH,510,Early Earth
ERTH,510L,Ore Deposits
ERTH,516,Geophy & Env Sensors
ERTH,518,Earth & Env Data Analy
ERTH,520,Geocommunication
ERTH,523M,Intro to Space Physics
ERTH,534,Verteb Paleontology
ERTH,536,Paleoecology
ERTH,538,Geobiology
ERTH,540,Sedimen Basin Analysis
ERTH,541,Hillslope Geomorphol
ERTH,551,Hydrogeology
ERTH,554,Fluid Dynamics
ERTH,555,Mechanical Earth
ERTH,556,Signal Processing
ERTH,562,Enviromental Geomech
ERTH,567,Fault Mechanics
ERTH,568,Intro Seismology
ERTH,571,Thermodynamic Geochem
ERTH,573,Isotope Geochemistry
ERTH,574,Soil & Environ Chemist
ERTH,580,Volcanology
ERTH,601,Res Alaska Tomography
ERTH,602,Superv College Teach
ERTH,603,Dissertation
ERTH,605,Read Anti-Racism
ERTH,606,Fld Fire & Ice
ERTH,607,Sem Graduate
ERTH,608,Lab Deep Learn Stats
ERTH,610,Magma Fragmentation
ERTH,620,Adv Igneous Petrology
ERTH,692,Adv Volcanology
ES,101,Intro Ethnic Studies
ES,196,Fld 2016 Pow Wow
ES,199,Divers Excellnce Schls
ES,224M,Intro African Diaspora
ES,250,Intro African-Amer Stu
ES,252,Intro Asian-Amer Stu
ES,254,Intro Chican/Lat Stu
ES,256,Intro Nativ Amer Stu
ES,258,Intro Pac Islander St
ES,301,Theoret Persp Ethn St
ES,310,Top Race/Sex/Hip Hop
ES,321,Indigenous Peoples OR
ES,330,Women of Color: Issues
ES,345M,"Music, Politics & Race"
ES,350,Native Americans & Env
ES,352,Soc Equ & Crim Justice
ES,354,Environmental Racism
ES,360,Black Sexual Politics
ES,370,Top Natives in Film
ES,380,"Race, Migrat, & Rights"
ES,385,Top White Emrge+Urgncy
ES,399,Sp St Sex/Gend Af Amer
ES,401,Res Senior Paper
ES,404,Intern Panama Race Equ
ES,405,Read Race/Ethnicity
ES,407,Sem Natv Amer+Afr Amer
ES,409,Prac LngHouse Ass't
ES,410,Crit Indigenous Theory
ES,440,Top Black/Brown Power
